AccID,Details,Bill $,TimeStamp
15425926,Lunch at a fast food outlet.,39.45,8/9/2023
33938430,Personal loan EMI payment.,988.97,10/5/2023
43981667,Purchased grooming essentials.,62.92,13/07/2023
62301908,Lunch at a fast food outlet.,50.78,30/06/2023
55460200,Purchased government bonds.,2376.55,5/8/2023
13929724,Mortgage installment payment processed.,1049.98,19/12/2023
32459133,Bought textbooks for university.,654.44,2/3/2024
39691820,Purchased travel insurance.,620.88,11/7/2024
39393936,Bought prescription medicines from pharmacy.,273.44,11/5/2024
26208848,Had dinner at an Italian restaurant.,9.02,13/07/2024
63493041,Spent on weekly grocery shopping.,172.77,11/5/2023
65050872,Paid for car fuel at a gas station.,36.22,15/08/2023
57166513,Monthly car loan installment paid.,1023.66,26/12/2023
27218806,Settled monthly internet subscription.,146.03,3/2/2025
45617832,"Bought fruits, bread, and household essentials.",61.42,9/7/2024
17563296,Topped up public transport card.,41.01,7/1/2025
14444781,Spent on weekly grocery shopping.,77.76,12/10/2023
47970023,Purchased fresh vegetables and dairy products.,46.66,24/10/2024
23916326,Topped up public transport card.,34.83,18/09/2023
45221619,Paid for a haircut at a salon.,65.7,27/09/2024
31728948,Bought a train ticket for daily commute.,47.87,11/2/2025
42851377,Manicure and pedicure service payment.,53.23,23/03/2024
63267832,Underwent medical check-up at a clinic.,404.71,1/10/2023
19066093,Spent on weekly grocery shopping.,26.55,29/03/2024
35488358,Paid for online shopping order.,336.82,20/04/2023
45277627,"Bought fruits, bread, and household essentials.",138.27,26/12/2024
29842488,Bought textbooks for university.,236.1,19/02/2024
20588491,Bonus payment from employer.,8422.54,10/6/2024
47899316,Bought groceries from the local supermarket.,129.72,8/11/2024
64350967,Bought groceries from the local supermarket.,184.75,16/01/2025
17299628,Mutual fund investment transaction.,4700.91,13/05/2024
25377921,Had dinner at an Italian restaurant.,81.35,3/2/2025
14983729,Mortgage payment for the house.,2326.93,10/1/2025
16043446,Purchased clothing from a retail store.,305.2,21/06/2024
28100234,"Bought fruits, bread, and household essentials.",86.42,20/12/2024
62764844,Purchased grooming essentials.,46.14,22/05/2024
30827208,Paid for coffee and snacks at a cafe.,7.53,16/02/2025
43904454,Paid for car rental services.,1532.27,13/08/2024
37014429,Paid for a ride-sharing service.,37.93,19/09/2023
16449591,Paid for water and sewage services.,54.63,24/09/2023
42417337,Paid for car fuel at a gas station.,35.3,14/04/2024
62944096,Electricity bill payment.,110.95,3/8/2023
28767754,Paid for a ride-sharing service.,45.66,7/9/2023
12747886,"Bought fruits, bread, and household essentials.",93.81,25/07/2024
33275335,Topped up public transport card.,33.73,28/09/2024
64873147,Paid for a professional certification exam.,1126.79,16/04/2024
27992010,Paid for online shopping order.,377.04,24/08/2023
62732442,Purchased fresh vegetables and dairy products.,32.28,5/9/2024
23772515,Paid for a concert ticket.,100.15,23/11/2023
35002013,Enjoyed a meal at a local diner.,52.54,11/1/2024
57150763,Enjoyed a meal at a local diner.,46.39,31/12/2024
21196882,Paid for water and sewage services.,71.91,22/12/2023
55714897,Underwent medical check-up at a clinic.,63.49,9/9/2024
35751047,Manicure and pedicure service payment.,66.77,16/04/2024
20974123,Paid for online course enrollment.,648.51,15/04/2023
46592812,Doctor consultation fee paid.,421.56,13/07/2024
16038405,Mortgage installment payment processed.,317.6,6/10/2024
20174502,Paid for car fuel at a gas station.,6.93,11/5/2024
19185625,Enjoyed a meal at a local diner.,16.99,8/1/2025
27538267,Subscribed to an online streaming service.,134.13,2/2/2025
49750208,Bought a train ticket for daily commute.,25.23,13/08/2024
38758707,Paid for a ride-sharing service.,24.96,21/12/2023
17639780,Invested in a fixed deposit plan.,655.01,18/03/2024
27537545,Personal loan EMI payment.,994.31,16/06/2023
23505967,Mortgage payment for the house.,2264.18,2/9/2023
16825785,Visited an amusement park.,71.04,4/6/2024
58898739,Enjoyed a meal at a local diner.,72.18,13/12/2023
61946617,Paid for a ride-sharing service.,7.68,19/07/2024
57336381,Bought prescription medicines from pharmacy.,283.87,23/08/2024
39954688,Bought groceries from the local supermarket.,37.4,9/6/2023
20188288,Paid for car fuel at a gas station.,19.71,25/11/2023
64406179,Visited an amusement park.,10.8,12/4/2023
40577213,Paid for water and sewage services.,222.51,19/04/2024
25711136,Spent on weekly grocery shopping.,154,5/11/2024
22294926,Visited an amusement park.,106.79,6/7/2024
30563238,Bought a train ticket for daily commute.,29.53,6/5/2024
47474374,Settled utility bills for the apartment.,1906.86,7/3/2024
43060760,Paid for coffee and snacks at a cafe.,23.63,18/09/2023
59036204,Bonus payment from employer.,5534.92,20/08/2024
41085003,Topped up public transport card.,30.93,11/1/2024
40920382,Booked flight tickets for vacation.,4762.03,6/6/2023
17244624,Paid for car fuel at a gas station.,41.4,18/02/2025
42201246,Topped up public transport card.,30.79,3/12/2023
63538386,Hotel accommodation payment processed.,3423.69,15/03/2025
39967766,Spent on weekly grocery shopping.,183.72,24/11/2023
12425177,Paid for dental treatment.,90.02,31/10/2023
49363226,Bought movie tickets for an evening show.,16.24,20/02/2024
28893190,Booked flight tickets for vacation.,1301.41,6/8/2024
35619931,Paid for a ride-sharing service.,14.66,6/10/2023
42891176,Had dinner at an Italian restaurant.,24.87,22/07/2024
52284665,Manicure and pedicure service payment.,18.81,2/11/2023
62249599,Settled utility bills for the apartment.,1506.51,18/08/2024
30626452,Paid for online shopping order.,78.98,3/2/2025
53563955,Bought a train ticket for daily commute.,49.43,20/12/2024
33077875,Tuition fee payment for the semester.,811.59,14/04/2023
27290697,Bought a train ticket for daily commute.,44.02,22/07/2023
27512800,Bought movie tickets for an evening show.,12.53,10/3/2024
32324282,Paid for online shopping order.,409.67,10/6/2024
49456565,Hotel accommodation payment processed.,738.62,11/3/2025
41297011,Paid for coffee and snacks at a cafe.,20.08,9/12/2023
49108749,Bought textbooks for university.,118.49,29/11/2024
43155362,Settled utility bills for the apartment.,2934.57,8/4/2023
63632980,Bought groceries from the local supermarket.,128.99,10/12/2023
26072684,Bought groceries from the local supermarket.,175.92,16/10/2024
19189693,"Bought fruits, bread, and household essentials.",91.19,24/06/2023
60878155,Paid for dental treatment.,384.5,17/01/2025
56103883,Bought a train ticket for daily commute.,45.09,18/09/2024
62845829,Purchased fresh vegetables and dairy products.,143.46,26/02/2024
31725850,Bought a train ticket for daily commute.,43.35,18/02/2025
51831927,Topped up public transport card.,47,8/8/2023
38933503,Personal loan EMI payment.,223,30/08/2024
12484806,Electricity bill payment.,66.34,29/09/2024
31481147,Paid for car fuel at a gas station.,14.52,9/10/2024
15581695,Paid for coffee and snacks at a cafe.,33.15,17/12/2023
17442896,"Bought fruits, bread, and household essentials.",48.78,22/07/2023
48321787,Manicure and pedicure service payment.,19.02,13/02/2024
55741308,Doctor consultation fee paid.,132,28/12/2024
57680995,Bought electronics and accessories.,432.96,9/8/2023
36935492,Paid for car fuel at a gas station.,4.07,28/08/2023
16919437,Purchased travel insurance.,2740.3,12/10/2023
18247704,Mortgage payment for the house.,982.53,17/04/2023
32046552,Paid for water and sewage services.,88.51,19/03/2023
38927362,Paid for a ride-sharing service.,29.23,19/04/2024
31144629,Spent on weekly grocery shopping.,61.82,27/06/2024
20376333,Paid for online course enrollment.,1769.85,1/5/2024
40160058,Paid for a ride-sharing service.,21,14/09/2024
46845959,Tuition fee payment for the semester.,488.02,21/06/2024
21241788,Booked flight tickets for vacation.,681.09,7/6/2024
29670079,Paid for car fuel at a gas station.,34.16,25/04/2024
36635388,Purchased travel insurance.,3863.68,24/04/2023
47217660,Paid for home maintenance services.,2678.04,5/12/2024
50150952,"Bought fruits, bread, and household essentials.",138.63,7/2/2024
29177596,Purchased home decor items.,155.97,11/11/2024
65211268,Settled utility bills for the apartment.,2163.55,26/05/2023
31781688,Subscribed to an online streaming service.,139.27,19/09/2023
56336409,Spent on weekly grocery shopping.,61.57,11/12/2023
45427640,Paid for a concert ticket.,108.46,25/06/2024
22100747,Bonus payment from employer.,4800.91,14/07/2024
17273484,"Bought fruits, bread, and household essentials.",155.78,20/03/2023
16135307,Paid for online shopping order.,72.32,4/7/2023
25620431,Paid for car fuel at a gas station.,13.63,18/02/2024
38789853,Purchased fresh vegetables and dairy products.,155.37,29/01/2025
57945159,Doctor consultation fee paid.,319.4,3/7/2023
56831403,Had dinner at an Italian restaurant.,60.92,11/8/2024
45696735,Paid for a haircut at a salon.,63.32,30/07/2024
23474525,Electricity bill payment.,170.42,23/04/2023
35516382,Bought groceries from the local supermarket.,27.21,3/12/2023
51223579,Paid for car rental services.,4908.25,6/7/2023
40490477,Spent on weekly grocery shopping.,182.44,2/12/2023
19556898,Topped up public transport card.,49.14,22/02/2024
65099425,Paid for online course enrollment.,858.43,1/7/2023
61722653,Spent on weekly grocery shopping.,41.63,27/04/2024
30805275,"Bought fruits, bread, and household essentials.",77.81,22/08/2023
25342627,Paid for dental treatment.,102.18,8/3/2025
12664977,Paid for car fuel at a gas station.,19.99,10/9/2024
14139998,Purchased travel insurance.,3553.02,6/10/2024
37766290,"Bought fruits, bread, and household essentials.",90.36,29/09/2023
57664773,Had dinner at an Italian restaurant.,85.01,17/12/2024
12582029,Enjoyed a meal at a local diner.,28.26,13/12/2023
50356702,Electricity bill payment.,294.65,6/2/2025
21373858,Purchased travel insurance.,2272.63,12/1/2024
31180479,Paid for a ride-sharing service.,46.63,13/12/2024
50547432,Doctor consultation fee paid.,116.73,21/07/2023
22091452,Paid for car fuel at a gas station.,35.07,25/10/2024
40401148,Booked flight tickets for vacation.,4623.25,2/11/2023
61863679,Enjoyed a meal at a local diner.,94.52,8/10/2024
18624542,Monthly rent payment processed.,1779.26,30/06/2023
31363858,Invested in a fixed deposit plan.,701.47,10/1/2024
18984752,Paid for dental treatment.,304.73,17/08/2023
56875460,"Bought fruits, bread, and household essentials.",183.3,18/09/2023
18822558,Paid for car fuel at a gas station.,15.12,16/04/2023
13040670,Underwent medical check-up at a clinic.,201.01,16/04/2023
19894753,Bought prescription medicines from pharmacy.,495.93,7/6/2024
47623752,Paid for water and sewage services.,251.77,30/10/2024
16076801,Paid for car rental services.,4936,20/08/2024
24885449,Gas bill payment for the household.,62.46,4/5/2024
21347914,Bought groceries from the local supermarket.,116.42,11/6/2024
61904287,Bought a train ticket for daily commute.,36.93,27/12/2024
38568900,Bonus payment from employer.,2529.25,9/6/2023
44823997,Bought a train ticket for daily commute.,3.04,21/08/2024
37341986,Dividend earnings from investments.,4539.97,19/04/2023
62226385,Subscribed to an online streaming service.,29.66,24/02/2025
18458834,Purchased home decor items.,80.49,12/2/2025
26319329,Spent on weekly grocery shopping.,18.69,16/11/2024
34660212,Bought a train ticket for daily commute.,45.07,14/11/2023
48304039,Settled utility bills for the apartment.,1087.81,26/02/2024
30277164,Purchased home decor items.,351.67,14/06/2023
44700869,Underwent medical check-up at a clinic.,312.31,20/05/2023
35828493,Paid for a haircut at a salon.,64.55,24/11/2023
38478179,Monthly car loan installment paid.,211.18,23/03/2023
52847661,Spent on weekly grocery shopping.,39.93,9/2/2025
49586202,Deposited money into an emergency fund.,452.91,9/3/2025
61492100,Mortgage installment payment processed.,1482.27,3/8/2024
35352552,Underwent medical check-up at a clinic.,55.25,21/12/2023
47663119,Bought textbooks for university.,309.86,6/8/2023
49919577,Topped up public transport card.,37.44,16/01/2025
50696052,Bought a train ticket for daily commute.,35.95,20/11/2023
18748403,"Bought fruits, bread, and household essentials.",149.84,18/05/2024
25959816,Paid for a ride-sharing service.,38.52,14/12/2024
15778023,Paid for a concert ticket.,66.3,29/04/2024
33272430,Purchased fresh vegetables and dairy products.,127.99,18/01/2024
24539395,"Bought fruits, bread, and household essentials.",143.82,17/11/2024
60044915,Bought a train ticket for daily commute.,12.2,20/08/2024
19574540,Gas bill payment for the household.,152.12,25/01/2024
37606497,Had dinner at an Italian restaurant.,29.47,10/1/2024
52954479,Purchased home decor items.,414.72,18/04/2024
21660723,Spent on weekly grocery shopping.,144,26/06/2024
14109897,Settled utility bills for the apartment.,2492.44,5/4/2024
59723470,Bought a train ticket for daily commute.,6.98,29/06/2023
64577582,Manicure and pedicure service payment.,64.9,29/09/2023
64822606,Bought skincare products from a beauty store.,54.48,1/11/2023
59649015,Bonus payment from employer.,6134.52,14/07/2024
48781940,Paid for a concert ticket.,44.27,21/03/2024
14331185,Enjoyed a meal at a local diner.,15.54,31/10/2023
27093686,Paid for coffee and snacks at a cafe.,28.12,1/3/2024
26494481,Paid for dental treatment.,147.79,13/07/2024
37615463,Bought electronics and accessories.,53.95,27/07/2024
18594848,Spent on weekly grocery shopping.,93.85,15/09/2023
55593721,Received freelance project payment.,6108.82,3/12/2024
39955783,Paid for home maintenance services.,2922.89,18/12/2024
36533039,Spent on weekly grocery shopping.,31.03,30/09/2024
32006231,Doctor consultation fee paid.,342.36,29/05/2023
50552183,Bought groceries from the local supermarket.,186.27,11/9/2024
45152622,Subscribed to an online streaming service.,63.88,12/10/2024
25207420,Purchased home decor items.,84.27,20/03/2024
58920889,Bought electronics and accessories.,234.65,24/05/2024
18116604,Paid for a ride-sharing service.,43.53,12/9/2023
54767447,Topped up public transport card.,40.36,24/06/2023
32367652,Spent on weekly grocery shopping.,68.21,30/11/2023
21336026,Gas bill payment for the household.,194.93,23/06/2023
53651473,Bought movie tickets for an evening show.,52.64,21/05/2023
13375314,Purchased home decor items.,85.69,30/09/2024
23900018,Paid for a ride-sharing service.,40.81,28/09/2023
27339149,Settled utility bills for the apartment.,2645.03,9/2/2025
63123937,Spent on weekly grocery shopping.,95.42,22/05/2023
39452505,Lunch at a fast food outlet.,99.74,3/11/2023
36848838,Purchased clothing from a retail store.,384.81,10/3/2024
40205534,Bought movie tickets for an evening show.,78.61,1/6/2024
57051280,Paid for a ride-sharing service.,49.38,5/1/2025
31506445,Hotel accommodation payment processed.,2136.33,11/10/2024
53164717,Spent on weekly grocery shopping.,90.75,18/04/2023
31056019,Topped up public transport card.,8.64,5/7/2024
64276155,Purchased home decor items.,452.77,3/4/2024
26214278,Bought a train ticket for daily commute.,38.89,8/8/2024
37351113,Mortgage payment for the house.,1869.16,6/3/2024
19104769,Booked flight tickets for vacation.,2793.66,26/08/2024
41659573,Purchased clothing from a retail store.,12.73,14/10/2023
48942800,Paid for car fuel at a gas station.,3.25,23/04/2024
15399762,Paid for a haircut at a salon.,66.55,2/11/2023
21818808,Spent on weekly grocery shopping.,145.67,15/11/2023
60045721,Paid for car fuel at a gas station.,28.85,16/10/2024
37841663,Personal loan EMI payment.,1127,16/12/2023
52791897,Bought electronics and accessories.,277.69,27/10/2024
29190953,"Bought fruits, bread, and household essentials.",169.33,24/01/2024
38585103,Paid for car rental services.,1723.28,5/5/2024
46303376,"Bought fruits, bread, and household essentials.",157.47,19/12/2024
57436127,Bought movie tickets for an evening show.,38.9,16/02/2024
53212683,Lunch at a fast food outlet.,89.17,7/5/2023
17094836,Purchased clothing from a retail store.,60.35,15/03/2024
58645628,Paid for a ride-sharing service.,36.13,28/10/2024
48482210,Lunch at a fast food outlet.,94.8,4/1/2024
49530205,Purchased fresh vegetables and dairy products.,155.84,25/12/2023
42566914,Settled monthly internet subscription.,284.69,21/12/2024
18718784,Bought groceries from the local supermarket.,23.6,13/06/2023
20560255,Purchased fresh vegetables and dairy products.,143.74,2/2/2025
17157138,Topped up public transport card.,34.43,28/09/2023
24605801,Bonus payment from employer.,3034.39,8/3/2025
46754933,Bought movie tickets for an evening show.,122.4,8/1/2024
51497508,Purchased grooming essentials.,8.48,28/08/2024
50963097,Monthly car loan installment paid.,861.91,20/08/2023
57730538,Lunch at a fast food outlet.,68.93,11/7/2024
63437410,Purchased grooming essentials.,22.29,19/02/2025
56826209,Paid for dental treatment.,340.81,23/04/2024
55447781,"Bought fruits, bread, and household essentials.",80.35,23/05/2023
57179601,Settled monthly internet subscription.,108.6,8/3/2025
49355621,Purchased grooming essentials.,18.81,16/05/2024
56362958,Paid for a concert ticket.,123.08,9/8/2023
22107196,Credit card bill installment settled.,1141.34,23/05/2024
58834250,Paid for car fuel at a gas station.,23.32,18/09/2024
34977586,Manicure and pedicure service payment.,82.49,27/07/2024
59432140,Bought movie tickets for an evening show.,50.83,3/12/2023
47153167,Manicure and pedicure service payment.,79.08,28/09/2023
51984548,Electricity bill payment.,257.71,3/11/2024
51620516,Paid for a ride-sharing service.,30.32,13/09/2023
63718093,Paid for a concert ticket.,104.47,2/2/2025
30948987,Bought a train ticket for daily commute.,17.73,5/9/2023
12826228,Visited an amusement park.,128.22,10/3/2024
53486496,Monthly car loan installment paid.,1560.76,10/1/2025
30653130,Invested in a fixed deposit plan.,810.51,28/08/2024
43440400,Paid for a ride-sharing service.,33.1,27/04/2023
15606783,Purchased clothing from a retail store.,100.14,6/10/2024
60131098,Spent on weekly grocery shopping.,14.24,29/07/2023
41084828,Paid for online shopping order.,454.08,1/12/2024
49164744,Gas bill payment for the household.,135.96,14/12/2024
12756690,Bought a train ticket for daily commute.,3.6,20/07/2023
58413007,Doctor consultation fee paid.,46.37,31/12/2023
58548186,Bought textbooks for university.,1701.48,31/08/2023
50031050,Electricity bill payment.,279.42,28/02/2024
32087339,Bought electronics and accessories.,478.15,20/10/2023
44655143,Bought a train ticket for daily commute.,12.64,14/01/2025
44194357,Bought movie tickets for an evening show.,80.38,22/02/2025
23718718,Purchased fresh vegetables and dairy products.,10.3,11/11/2024
16986946,Purchased fresh vegetables and dairy products.,86.71,25/07/2024
41061949,Tuition fee payment for the semester.,1306.8,23/09/2024
63761996,Purchased grooming essentials.,22.56,27/10/2024
58523759,Purchased fresh vegetables and dairy products.,183.18,16/12/2024
22634343,Had dinner at an Italian restaurant.,42.06,1/7/2023
60946099,Paid for a ride-sharing service.,24.66,13/12/2024
41700663,Topped up public transport card.,24.97,7/1/2024
58686272,Purchased fresh vegetables and dairy products.,133.28,25/03/2023
24865028,Bought groceries from the local supermarket.,99.52,14/11/2024
55589613,Paid for a ride-sharing service.,21.65,6/2/2024
26587370,Doctor consultation fee paid.,175.38,24/11/2024
38713394,Settled monthly internet subscription.,86.73,13/02/2025
21368758,Bought electronics and accessories.,83.08,20/02/2024
20427257,Received freelance project payment.,8151.27,5/7/2024
